date,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,永安_永安#7_发电量,永安_永安#8_发电量
20250720.0,960.91,10.1,8.877583,17.340667,6.380954,3164.810327,66.39,100.0,1022.4,329.355541,7.644843,79.54,4776.0,72.252778,592.7491,21.165,5.704953,1896.145096,36.2236,100.0,319.89,6.646334,42.2009,88.1875,24.0,368.1559,13.516333,7.439666,1268.665231,30.1671,100.0,344.6,9.207157,37.3341,56.318056,24.0,33.0,28.0,6.0,6.0,3.0,634.95,405.49
20250721.0,932.58,10.02,8.170634,16.839167,6.446281,3352.324133,65.13,100.0,991.9,359.467728,7.697333,77.77,5224.0,70.163194,592.851,21.141333,5.676558,2039.40744,36.003,100.0,344.0,6.525763,41.389,88.088889,24.0,339.729,12.537,7.744676,1312.916693,29.1285,100.0,386.46,9.672968,36.381,52.2375,24.0,30.0,27.0,6.0,6.0,2.0,634.24,376.11
20250722.0,838.15,12.4,10.008863,15.191333,6.393997,2549.707614,58.28,100.0,905.6,304.2066,8.045157,73.33,4030.0,63.297222,564.4262,20.095,5.448835,1642.028701,32.8483,100.0,290.92,6.373692,38.4238,83.729167,24.0,273.7188,10.287667,8.241551,907.678913,25.4359,100.0,331.61,11.311668,34.9112,42.865278,24.0,29.0,27.0,6.0,6.0,2.0,602.85,308.63
20250723.0,841.12,11.5,9.358914,15.255833,6.56361,2798.377003,60.08,100.0,918.9,332.696524,8.109466,74.23,4502.0,63.565972,553.6195,19.732,5.538465,1778.170472,32.7855,100.0,321.19,6.476873,38.3405,82.216667,24.0,287.4955,10.779667,8.441294,1020.206531,27.2983,100.0,354.86,11.099446,35.8945,44.915278,24.0,33.0,26.0,6.0,6.0,2.0,591.96,323.39
20250724.0,919.82,11.9,9.89206,16.628333,6.309512,2667.330632,62.95,100.0,981.1,289.983979,7.804951,77.87,4304.0,69.284722,579.2108,20.664333,5.519381,1620.400134,34.2163,100.0,279.76,6.568354,40.7192,86.101389,24.0,340.6092,12.592333,7.604971,1046.930498,28.7293,100.0,307.37,9.836885,37.1608,52.468056,24.0,36.0,26.0,1.0,1.0,2.0,619.93,377.77
20250725.0,1036.81,10.1,8.100822,18.661667,6.217737,3484.297401,69.62,100.0,1101.0,336.059394,7.403769,82.9,5567.0,77.756944,593.6748,21.180333,5.55199,1938.526324,35.2779,100.0,326.53,6.568232,41.7352,88.251389,24.0,443.1302,16.143,7.091908,1545.771077,34.3454,100.0,348.83,8.498999,41.1598,67.2625,24.0,34.0,25.0,6.0,6.0,2.0,635.41,484.29
20250726.0,1042.64,9.63,8.219627,18.723667,6.047605,3371.921883,67.94,100.0,1103.0,323.402314,7.191433,80.79,5146.0,78.015278,595.045,21.187667,5.502147,1890.219947,34.9733,100.0,317.66,6.385004,40.585,88.281944,24.0,447.59,16.259667,6.759118,1481.701936,32.9703,100.0,331.04,8.241251,40.2,67.748611,24.0,33.0,27.0,7.0,7.0,2.0,635.63,487.79
20250727.0,1033.34,9.05,8.454009,18.572,6.173272,3420.931323,68.79,100.0,1094.3,331.055734,7.267212,80.98,5250.0,77.383333,595.0599,21.197667,5.550234,1887.827533,35.2956,100.0,317.25,6.426824,40.8701,88.323611,24.0,438.2801,15.946333,7.001798,1533.10379,33.4959,100.0,349.8,8.384352,40.1099,66.443056,24.0,34.0,27.0,6.0,6.0,2.0,635.93,478.39
20250728.0,1054.08,10.13,8.486781,18.916333,5.953409,3259.406871,67.57,100.0,1114.5,309.218169,7.127879,80.9,5134.0,78.818056,595.7771,21.193333,5.412362,1798.948953,34.4118,100.0,301.95,6.294888,40.0229,88.305556,24.0,458.2979,16.639333,6.642854,1460.457918,33.1598,100.0,318.67,8.189851,40.8821,69.330556,24.0,35.0,27.0,6.0,6.0,2.0,635.8,499.18
20250729.0,984.23,10.29,8.095586,17.738333,6.280184,3381.063649,66.84,100.0,1045.7,343.523734,7.523255,80.07,5243.0,73.909722,593.5798,21.187333,5.443063,1935.129506,34.5972,100.0,326.01,6.614046,42.0402,88.280556,24.0,390.6452,14.289333,7.521578,1445.934143,32.2435,100.0,370.14,8.872539,38.0348,59.538889,24.0,35.0,27.0,6.0,6.0,1.0,635.62,428.68
20250730.0,982.47,11.13,8.71087,17.692167,6.118527,3070.983205,64.95,100.0,1042.5,312.577809,7.448683,79.07,4982.0,73.717361,594.3496,21.195667,5.477519,1799.750024,34.8299,100.0,302.81,6.529699,41.5204,88.315278,24.0,388.1154,14.188667,7.077057,1271.233181,30.1242,100.0,327.54,8.820326,37.5446,59.119444,24.0,37.0,27.0,6.0,6.0,2.0,635.87,425.66
20250731.0,968.44,11.56,9.245256,17.448167,6.108569,2793.503429,63.95,100.0,1028.0,288.45395,7.493624,78.45,4422.0,72.700694,594.3559,21.188667,5.47582,1669.605159,34.8076,100.0,280.91,6.497829,41.3041,88.286111,24.0,374.0841,13.707667,7.085937,1123.89827,29.1395,100.0,300.44,9.032877,37.1459,57.115278,24.0,36.0,26.0,3.0,3.0,1.0,635.66,411.23
20250801.0,981.81,10.02,8.682993,17.6665,6.13685,3082.990348,65.05,100.0,1040.5,314.010893,7.376485,78.19,4824.0,73.610417,594.6395,21.201333,5.547654,1863.302873,35.2853,100.0,313.35,6.509103,41.4005,88.338889,24.0,387.1655,14.131667,7.021913,1219.687475,29.7694,100.0,315.03,8.676613,36.7845,58.881944,24.0,35.0,27.0,6.0,6.0,2.0,636.04,423.95
20250802.0,967.51,9.63,8.223684,17.429167,6.269185,3283.277577,65.56,100.0,1026.5,339.353348,7.482668,78.25,5016.0,72.621528,594.8534,21.202667,5.578528,1930.477739,35.4839,100.0,324.53,6.481355,41.2266,88.344444,24.0,372.6516,13.655667,7.340762,1352.799838,30.0729,100.0,363.02,9.036151,37.0184,56.898611,24.0,35.0,27.0,6.0,6.0,2.0,636.08,409.67
20250803.0,942.54,9.57,8.331324,16.989667,6.320509,3238.934999,64.43,100.0,1000.9,343.638997,7.538896,76.85,4910.0,70.790278,594.1581,21.162667,5.52339,1997.73778,35.0669,100.0,336.23,6.41411,40.7219,88.177778,24.0,348.3769,12.816667,7.636853,1241.197219,29.3637,100.0,356.28,9.394824,36.1231,53.402778,24.0,34.0,27.0,6.0,6.0,2.0,634.88,384.5
20250804.0,969.93,11.24,8.80332,17.470333,6.111313,2994.314201,64.06,100.0,1029.2,308.714464,7.468852,78.29,4693.0,72.793056,594.4735,21.187333,5.435999,1786.036183,34.5523,100.0,300.44,6.473443,41.1465,88.280556,24.0,375.4515,13.753333,7.151406,1208.278017,29.5067,100.0,321.82,9.003514,37.1485,57.305556,24.0,34.0,27.0,6.0,6.0,2.0,635.62,412.6
20250805.0,946.94,11.46,8.807451,17.066833,6.113222,2995.955205,62.6,100.0,1007.4,316.382791,7.526294,77.07,4722.0,71.111806,593.7622,21.121,5.297066,1831.756387,33.5638,100.0,308.5,6.291968,39.8678,88.004167,24.0,353.1728,13.012667,7.436805,1164.198818,29.0318,100.0,329.64,9.531021,37.2072,54.219444,24.0,31.0,27.0,7.0,7.0,2.0,633.63,390.38
20250806.0,1042.03,11.22,8.932189,18.696333,5.796992,3016.391286,65.0295,100.0,1101.5,289.472595,7.109237,79.75,4545.0,77.901389,593.9148,21.134333,5.351119,1732.093123,33.9277,100.0,291.64,6.327019,40.1152,88.059722,24.0,448.1152,16.258333,6.376586,1284.298163,31.1018,100.0,286.6,8.126048,39.6348,67.743056,24.0,32.0,27.0,6.0,6.0,2.0,634.03,487.75
20250807.0,1130.8,9.9,8.02839,20.203667,5.599644,3508.682317,67.88,100.0,1189.8,310.28319,6.716603,81.42,5165.0,84.181944,597.1098,21.194667,5.333464,1889.733095,33.9123,100.0,316.48,6.091186,38.7302,88.311111,24.0,533.6902,19.212667,5.893855,1618.949222,33.971,100.0,303.35,7.406537,42.6898,80.052778,24.0,33.0,26.0,1.0,1.0,3.0,635.84,576.38
20250808.0,1058.04,10.65,8.224669,18.962,5.783497,3310.409358,65.8,100.0,1118.6,312.881305,7.00436,79.69,5000.0,79.008333,596.4362,21.189667,5.298369,1845.433246,33.6812,100.0,309.41,6.174991,39.2538,88.290278,24.0,461.5988,16.734333,6.397287,1464.976112,32.1163,100.0,317.37,8.053543,40.4312,69.726389,24.0,38.0,25.0,3.0,3.0,2.0,635.69,502.03
20250809.0,991.21,10.07,7.812021,17.770667,5.801696,3253.259013,61.86,100.0,1047.9,328.210875,7.036877,75.03,4975.0,74.044444,594.6522,21.172,5.471566,1923.759332,34.7532,100.0,323.51,6.377574,40.5078,88.216667,24.0,396.5578,14.369333,6.286977,1329.49968,27.1019,100.0,335.26,8.008305,34.5222,59.872222,24.0,40.0,26.0,3.0,3.0,2.0,635.16,431.08
20250810.0,985.44,10.87,9.21491,17.645167,5.607768,2544.683199,59.37,100.0,1039.7,258.228121,6.921631,73.28,4182.0,73.521528,595.8622,21.191667,5.332757,1555.557859,33.903,100.0,261.06,6.274133,39.8878,88.298611,24.0,389.5728,14.098667,6.019978,989.125339,25.4621,100.0,253.9,7.893702,33.3872,58.744444,24.0,39.0,27.0,3.0,3.0,2.0,635.75,422.96
20250811.0,1011.95,9.71,8.259661,18.089667,5.576849,2918.227977,60.53,100.0,1066.9,288.376696,6.765372,73.43,4864.0,75.373611,595.8163,21.182333,5.321132,1601.971286,33.8142,100.0,268.87,6.240059,39.6537,88.259722,24.0,416.1287,14.997,5.938966,1316.256691,26.72,100.0,316.31,7.508457,33.7813,62.4875,24.0,37.0,27.0,6.0,6.0,2.0,635.47,449.91
20250812.0,1022.23,8.35,7.132613,18.263,5.666283,3536.152791,62.09,100.0,1077.6,345.925358,6.713026,73.56,5741.0,76.095833,595.1662,21.178667,5.473527,2016.958735,34.7766,100.0,338.89,6.326146,40.1938,88.244444,24.0,427.0638,15.347333,5.933148,1519.194056,27.3174,100.0,355.73,7.244733,33.3562,63.947222,24.0,37.0,27.0,6.0,6.0,2.0,635.36,460.42
20250813.0,957.77,9.83,8.045428,17.174333,5.81779,3106.305784,59.95,100.0,1012.3,324.326904,7.053161,72.68,5163.0,71.559722,593.8753,21.116333,5.381285,1900.104022,34.0899,100.0,319.95,6.253406,39.6147,87.984722,24.0,363.8947,13.232333,6.513112,1206.201762,25.8551,100.0,331.47,8.331939,33.0753,55.134722,24.0,37.0,27.0,1.0,1.0,3.0,633.49,396.97
20250814.0,961.07,9.79,7.547531,17.192,5.598534,3171.231876,57.75,100.0,1045.3,329.968876,6.829727,70.45,5265.0,71.633333,577.5246,20.484667,5.104468,1847.6167,31.369,100.0,319.92,6.023269,37.0154,85.352778,24.0,383.5454,13.899333,6.325603,1323.615175,26.3765,100.0,345.1,8.018274,33.4346,57.913889,24.0,34.0,27.0,6.0,6.0,4.0,614.54,416.98
20250815.0,789.85,10.23,8.045609,14.221833,5.934537,2583.413543,50.64,100.0,864.4,327.076476,7.43575,63.45,4378.0,59.257639,433.81,15.484333,5.450671,1424.328373,25.32,100.0,328.33,6.613136,30.72,64.518056,24.0,356.05,12.959333,6.512681,1159.08517,25.32,100.0,325.54,8.418643,32.73,53.997222,24.0,36.0,25.0,1.0,1.0,3.0,464.53,388.78
20250816.0,768.51,9.54,7.784838,13.856833,6.112508,2688.835032,50.82,100.0,843.1,349.876388,7.566664,62.91,4578.0,57.736806,432.99,15.433,5.347848,1502.302104,24.76,100.0,346.96,6.479622,30.0,64.304167,24.0,335.52,12.280667,7.073449,1186.532928,26.06,100.0,353.64,8.930026,32.9,51.169444,24.0,37.0,25.0,1.0,1.0,2.0,462.99,368.42
20250817.0,862.68,8.84,8.288088,15.539333,6.236861,2823.743745,58.15,100.0,939.3,327.322268,7.474581,69.69,5321.0,64.747222,459.976,16.444333,5.62445,1481.950677,27.7471,100.0,322.18,6.760992,33.354,68.518056,24.0,402.699,14.634333,6.925017,1341.793068,30.4029,100.0,333.2,8.275289,36.331,60.976389,24.0,37.0,25.0,1.0,1.0,3.0,493.33,439.03
20250818.0,958.82,9.16,8.245092,17.3075,6.451924,3182.38171,67.0,100.0,1046.5,331.906063,7.669122,79.64,6130.0,72.114583,486.5374,17.492333,5.915144,1625.424146,31.0409,100.0,334.08,7.285592,38.2326,72.884722,24.0,472.2776,17.122667,7.000973,1556.957564,35.9626,100.0,329.67,8.05996,41.4024,71.344444,24.0,37.0,26.0,1.0,1.0,2.0,524.77,513.68
20250819.0,1098.41,9.46,7.795498,19.764833,6.31115,3671.457599,74.8433,100.0,1186.6,334.252019,7.376738,87.48,6622.0,82.353472,579.1324,20.762333,5.666784,1926.078536,35.2967,100.0,332.58,7.021947,43.7376,86.509722,24.0,519.2726,18.767333,7.024013,1745.379063,39.5466,100.0,336.12,7.770132,43.7474,78.197222,24.0,37.0,26.0,6.0,6.0,2.0,622.87,563.02
20250820.0,793.54,9.41,7.774071,14.330333,6.328069,2551.278494,54.41,100.0,869.8,321.505972,7.70859,66.28,4938.0,59.709722,434.6799,15.562333,5.246128,1385.629117,24.4926,100.0,318.77,6.894874,32.1901,64.843056,24.0,358.8601,13.098333,7.612419,1165.649377,29.913,100.0,324.82,8.675379,34.0899,54.576389,24.0,34.0,26.0,1.0,1.0,3.0,466.87,392.95
20250821.0,842.0,8.85,7.009285,15.217667,6.529691,2753.902177,59.62,100.0,925.0,327.066767,7.782621,71.06,5513.0,63.406944,452.0482,16.173333,4.9669,1439.547493,24.0994,100.0,318.45,6.832605,33.1518,67.388889,24.0,389.9468,14.262,8.302739,1314.354684,35.5241,100.0,337.06,8.861123,37.9132,59.425,24.0,34.0,26.0,7.0,7.0,2.0,485.2,427.86
20250822.0,842.71,8.31,6.747578,15.2095,6.431452,2723.464295,58.6915,100.0,929.0,323.179302,7.655303,69.86,5491.0,63.372917,455.0742,16.316333,5.017978,1422.01586,24.5625,100.0,312.48,7.030951,34.4158,67.984722,24.0,387.6358,14.102667,8.066796,1301.448435,34.129,100.0,335.74,8.377659,35.4442,58.761111,24.0,36.0,26.0,1.0,1.0,2.0,489.49,423.08
20250823.0,939.23,8.85,7.390323,16.980833,6.641802,2875.017024,67.67,100.0,1050.4,306.103619,7.813712,79.61,5442.0,70.753472,485.78,17.452,5.220032,1447.284354,27.33,100.0,297.93,7.215983,37.78,72.716667,24.0,453.45,16.509667,8.144723,1427.73267,40.34,100.0,314.86,8.447576,41.84,68.790278,24.0,38.0,26.0,6.0,6.0,2.0,523.56,495.29
20250824.0,923.28,8.41,7.099527,16.626667,6.35425,3064.477948,63.39,100.0,1003.2,331.91209,7.44988,74.32,6042.0,69.277778,475.25,17.051333,5.196075,1521.417825,26.58,100.0,320.13,7.094264,36.29,71.047222,24.0,448.03,16.202,7.571082,1543.060123,36.8,100.0,344.41,7.824137,38.03,67.508333,24.0,37.0,26.0,6.0,6.0,2.0,511.54,486.06
20250825.0,940.72,8.41,7.231,16.9565,6.39676,3070.735783,65.08,100.0,1023.9,326.423993,7.534967,76.66,5448.0,70.652083,481.8902,17.316667,5.316708,1539.253677,27.6203,100.0,319.42,7.239615,37.6098,72.152778,24.0,458.8298,16.596333,7.524072,1531.482106,37.4616,100.0,333.78,7.845147,39.0602,69.151389,24.0,37.0,25.0,6.0,6.0,2.0,519.5,497.89
20250826.0,881.05,8.51,6.930927,15.945167,6.739764,3114.40966,64.48,100.0,958.1,353.488413,7.909398,75.67,6171.0,66.438194,504.0734,18.076,5.194069,1655.981934,28.1664,100.0,328.52,7.045548,38.2066,75.316667,24.0,376.9716,13.814333,8.763241,1458.427726,36.3175,100.0,386.88,9.038535,37.4584,57.559722,24.0,37.0,25.0,1.0,1.0,2.0,542.28,414.43
20250827.0,822.42,9.68,7.346697,14.856833,6.36744,2483.894417,56.76,100.0,912.7,302.022618,7.739424,68.99,5358.0,61.903472,446.518,15.990333,4.61164,1210.956816,22.1225,100.0,271.2,6.91918,33.192,66.626389,24.0,375.897,13.723333,8.414209,1272.937601,34.6413,100.0,338.64,8.696381,35.803,57.180556,24.0,36.0,25.0,1.0,1.0,3.0,479.71,411.7
20250828.0,833.09,9.07,6.91,15.0,6.11,2630.89384,54.94,100.0,913.4,315.799474,7.4,66.6,0.0,62.48,440.6741,15.8,4.839764,1289.280214,22.9429,100.0,292.57,7.040586,33.3759,65.84,24.0,392.4109,14.19,7.518173,1341.613626,31.9996,100.0,341.89,7.80469,33.2191,59.12,24.0,38.0,25.0,1.0,1.0,2.0,474.05,425.63
20250829.0,846.51,8.72,6.858355,15.231,6.114722,2782.109212,55.88,100.0,928.5,328.656391,7.370932,67.36,5566.0,63.4625,446.3326,16.005333,4.924879,1374.302709,23.6473,100.0,307.91,7.045027,33.8274,66.688889,24.0,400.1724,14.456667,7.431427,1407.806503,32.2301,100.0,351.8,7.730597,33.5276,60.236111,24.0,38.0,26.0,1.0,1.0,3.0,480.16,433.7
20250830.0,1141.36,10.4,8.661102,20.523833,6.170875,3571.003909,75.99,100.0,1242.0,312.872705,7.314261,90.07,6771.0,85.515972,603.5197,21.562667,6.20602,1928.547201,40.1455,100.0,319.55,6.70299,43.3603,89.844444,24.0,537.8403,19.485,6.132085,1642.456708,35.8451,100.0,305.38,7.990711,46.7097,81.1875,24.0,38.0,26.0,1.0,1.0,2.0,646.88,584.55
20250831.0,1143.51,9.86,8.828567,20.5675,6.250962,3657.778392,77.14,100.0,1243.9,319.872882,7.337628,90.55,6755.0,85.697917,606.14,21.591,6.12939,1930.434672,39.7019,100.0,318.48,6.420885,41.59,89.9625,24.0,537.36,19.544,6.385591,1727.34372,37.44,100.0,321.45,8.350389,48.96,81.433333,24.0,38.0,26.0,6.0,6.0,2.0,647.73,586.32
20250901.0,934.51,9.28,7.945185,16.866333,6.44578,3131.33065,65.23,100.0,1016.6,335.077276,7.65529,77.47,6282.0,70.276389,414.64,14.985667,7.395956,1514.514064,33.25,100.0,365.26,7.769647,34.93,62.440278,24.0,519.86,18.747,5.686243,1616.816586,31.98,100.0,311.01,7.565655,42.55,78.1125,24.0,38.0,26.0,6.0,6.0,1.0,449.57,562.41
20250902.0,881.54,10.87,8.928043,15.905333,6.185556,2520.501536,59.03,100.0,956.0,285.920269,7.625325,72.77,5438.0,66.272222,365.7466,13.206333,7.132967,1127.962514,28.2601,100.0,308.4,7.68404,30.4434,55.026389,24.0,515.7934,18.604333,5.5135,1392.539021,30.7725,100.0,269.98,7.585437,42.3366,77.518056,24.0,35.0,26.0,6.0,6.0,2.0,396.19,558.13
20250903.0,1151.37,13.04,10.247391,20.681667,5.865098,3021.259146,72.78,100.0,1230.7,262.405582,7.215731,89.54,6176.0,86.173611,592.2717,21.085667,6.059867,1667.067154,38.3329,100.0,281.47,6.370568,40.2983,87.856944,24.0,559.0983,20.277667,5.663061,1354.191992,34.4501,100.0,242.21,8.092927,49.2317,84.490278,24.0,37.0,26.0,1.0,1.0,1.0,632.57,608.33
20250904.0,1256.04,11.9,8.887714,22.591667,6.1564,3932.277197,83.45,100.0,1338.3,313.069424,7.338252,99.47,6365.0,94.131944,677.3234,24.135667,6.148881,2219.927443,44.5222,100.0,327.75,6.456088,46.7466,100.565278,24.0,578.7116,21.047667,6.164468,1712.349753,38.9243,100.0,295.89,8.349049,52.7184,87.698611,24.0,37.0,26.0,6.0,6.0,2.0,724.07,631.43
20250905.0,1207.64,12.05,8.936882,21.742667,6.205157,3824.458851,80.95,100.0,1296.9,316.688653,7.429325,96.92,6374.0,90.594444,642.5295,22.931333,6.296712,2133.776217,43.3176,100.0,332.09,6.600939,45.4105,95.547222,24.0,565.1055,20.554,6.102948,1690.682635,37.632,100.0,299.18,8.354335,51.5145,85.641667,24.0,36.0,26.0,6.0,6.0,2.0,687.94,616.62
20250906.0,1066.94,10.55,8.051751,19.1805,6.080829,3473.326725,69.98,100.0,1150.6,325.540961,7.289521,83.89,5841.0,79.91875,538.13,19.240333,6.475979,1822.64631,37.38,100.0,338.7,6.770499,39.08,80.168056,24.0,528.81,19.120667,5.681462,1650.680415,32.59,100.0,312.15,7.811792,44.81,79.669444,24.0,38.0,26.0,1.0,1.0,1.0,577.21,573.62
20250907.0,1262.3,11.46,9.134415,22.651667,5.980428,3826.97875,81.28,100.0,1341.0,303.175057,7.124568,96.83,6328.0,94.381944,678.58,24.17,6.11226,2191.745542,44.32,100.0,322.99,6.415667,46.52,100.708333,24.0,583.72,21.133333,5.828076,1635.233208,36.95,100.0,280.14,7.930599,50.28,88.055556,24.0,36.0,26.0,1.0,1.0,2.0,725.1,634.0
20250908.0,1209.67,10.24,8.369309,21.732333,6.148289,3986.595965,80.17,100.0,1292.3,329.560621,7.229627,94.27,6756.0,90.551389,645.5632,23.012333,6.192056,2174.966977,42.7481,100.0,336.91,6.490259,44.8068,95.884722,24.0,564.1068,20.452333,6.098489,1811.628988,37.4185,100.0,321.15,8.061541,49.4632,85.218056,24.0,33.0,26.0,1.0,1.0,3.0,690.37,613.57
20250909.0,1092.03,10.64,8.768828,19.646833,6.173175,3436.695106,72.77,100.0,1177.1,314.707023,7.36251,86.79,5876.0,81.861806,556.9792,19.892,6.377204,1833.965412,38.0566,100.0,329.27,6.66613,39.7808,82.883333,24.0,535.0458,19.401667,5.963319,1602.729694,34.7095,100.0,299.55,8.075629,47.0042,80.840278,24.0,35.0,26.0,6.0,6.0,2.0,596.76,582.05
20250910.0,1201.42,10.66,8.754036,21.592,6.138076,3829.307251,79.52,100.0,1283.8,318.731772,7.262721,94.09,6446.0,89.966667,642.2715,22.900667,6.208611,2136.708826,42.6544,100.0,332.68,6.51342,44.7485,95.419444,24.0,559.1485,20.283333,6.05788,1692.598424,36.8622,100.0,302.71,8.110353,49.3515,84.513889,24.0,34.0,26.0,6.0,6.0,2.0,687.02,608.5
20250911.0,1119.42,10.74,8.634135,20.096167,5.9688,3465.142732,71.97,100.0,1207.9,309.548046,7.161399,86.35,5963.0,83.734028,589.7535,21.073667,6.148748,1923.245139,38.873,100.0,326.11,6.715569,42.4565,87.806944,24.0,529.6615,19.118667,5.769771,1541.897593,33.0931,100.0,291.11,7.653689,43.8985,79.661111,24.0,36.0,26.0,6.0,6.0,2.0,632.21,573.56
20250912.0,1219.3,10.73,8.429689,21.898,6.078942,3226.340805,79.87,100.0,1302.7,264.605987,7.199288,94.59,5665.0,91.241667,650.5364,23.223,6.319181,1506.642302,44.0251,100.0,231.6,6.624697,46.1536,96.7625,24.0,568.7586,20.573,5.807661,1719.698503,35.8443,100.0,302.36,7.847081,48.4314,85.720833,24.0,36.0,26.0,1.0,1.0,2.0,696.69,617.19
20250913.0,691.08,9.99,8.173217,12.659833,7.397412,1887.467076,56.19,70.75,692.1,273.118463,9.019339,68.51,3640.0,74.557322,105.1564,4.165667,15.367768,193.634995,19.2051,41.5,184.14,15.854685,19.8136,41.823963,9.96,585.9186,21.154,5.827629,1693.832081,36.9833,100.0,289.09,7.674104,48.7014,88.141667,24.0,37.0,26.0,1.0,1.0,2.0,124.97,634.62
20250914.0,561.33,9.89,8.992544,10.2511,6.440675,1730.917188,39.6144,50.0,606.5,308.36,8.736623,53.736,3334.0,85.425833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.33,20.5022,6.440675,1730.917188,39.6144,100.0,308.36,8.736623,53.736,85.425833,24.0,37.0,26.0,6.0,6.0,2.0,0.0,615.066
20250915.0,520.47,11.53,8.962168,9.598833,6.346257,1593.507691,36.55,50.0,578.5,306.167059,9.631379,55.47,3264.0,79.990278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.465,19.197667,6.346309,1593.507691,36.5503,100.0,306.17,9.630511,55.465,79.990278,24.0,39.0,25.0,0.0,0.0,1.0,0.0,575.93
20250916.0,559.24,11.37,9.050141,10.239667,6.382044,1682.75316,39.21,50.0,609.5,300.9,8.974902,55.14,3308.0,85.330556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.24,20.479333,6.382581,1682.75316,39.2133,100.0,300.9,8.974902,55.14,85.330556,24.0,38.0,26.0,1.0,1.0,2.0,0.0,614.38
20250917.0,560.56,13.21,8.962549,10.270333,6.228295,1697.599904,38.38,50.0,623.2,302.84,9.032488,55.66,3537.0,85.586111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.56,20.540667,6.228701,1697.599904,38.3825,100.0,302.84,9.032488,55.66,85.586111,24.0,38.0,25.0,0.0,0.0,2.0,0.0,616.22
20250918.0,539.38,13.64,8.815738,9.890833,6.059483,1662.746726,35.96,50.0,599.3,308.27,9.109445,54.06,3541.0,82.423611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.38,19.781667,6.059483,1662.746726,35.96,100.0,308.27,9.11113,54.07,82.423611,24.0,36.0,25.0,6.0,6.0,3.0,0.0,593.45
20250919.0,515.74,13.72,8.761544,9.452167,5.986282,1547.772309,33.95,50.0,574.9,300.10709,9.061414,51.39,3403.0,78.768056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.735,18.904333,5.985471,1547.772309,33.9454,100.0,300.11,9.062296,51.395,78.768056,24.0,33.0,26.0,7.0,7.0,2.0,0.0,567.13
20250920.0,509.47,13.56,8.738848,9.338333,6.027128,1486.975495,33.77,50.0,568.4,291.867136,9.071926,50.83,3223.0,77.819444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.465,18.676667,6.026325,1486.975495,33.7655,100.0,291.87,9.072818,50.835,77.819444,24.0,30.0,25.0,7.0,7.0,1.0,0.0,560.3
20250921.0,480.65,13.68,8.682137,8.8275,6.005853,1350.17987,31.81,50.0,535.2,280.907078,9.25328,49.01,3029.0,73.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.645,17.655,6.005853,1350.17987,31.81,100.0,280.91,9.252336,49.005,73.5625,24.0,34.0,25.0,7.0,7.0,2.0,0.0,529.65
20250922.0,478.72,12.85,8.414995,8.756667,5.835554,1350.612736,30.66,50.0,531.4,282.13,8.884659,46.68,2936.0,72.972222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.72,17.513333,5.835306,1350.612736,30.6587,100.0,282.13,8.884659,46.68,72.972222,24.0,33.0,24.0,1.0,1.0,3.0,0.0,525.4
20250923.0,487.8,13.79,8.566505,8.938333,5.886631,1396.215629,31.57,50.0,542.5,286.227066,9.043446,48.5,3054.0,74.486111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.795,17.876667,5.887451,1396.215629,31.5744,100.0,286.23,9.044378,48.505,74.486111,24.0,30.0,26.0,6.0,6.0,2.0,0.0,536.3
